,city,state
5185,Grawn ,MI
5187,Gray ,ME
5195,Graysville ,GA
5196,Graysville ,PA
5197,Graytown ,OH
5203,Great Lakes ,IL
5204,Great Meadows ,NJ
5205,Great Mills ,MD
5208,Greeley ,CO
5210,Green Bank ,WV
5213,Green Creek ,NJ
5214,Green Harbor ,MA
5216,Green Lake ,WI
5219,Green Pond ,SC
5222,Green Village ,NJ
5223,Greenacres ,WA
5224,Greenback ,TN
5226,Greenbrier ,AR
5227,Greenbrier ,TN
5228,Greenbush ,MA
5229,Greenbush ,ME
5230,Greenbush ,MI
5231,Greenbush ,WI
5235,Greendell ,NJ
5237,Greene ,ME
5238,Greene ,NY
5240,Greeneville ,TN
5243,Greenfield ,MA
5247,Greenfield Center ,NY
5248,Greenfield Park ,NY
5249,Greenford ,OH
5253,Greenleaf ,ID
5254,Greenleaf ,WI
5261,Greensburg ,IN
5264,Greenup ,IL
5269,Greenville ,NC
5271,Greenville ,GA
5273,Greenville ,IL
5275,Greenville ,NH
5276,Greenville ,NY
5284,Greenwell Springs ,LA
5286,Greenwich ,NJ
5288,Greenwich ,OH
5290,Greenwood ,DE
5294,Greenwood ,MO
5297,Greenwood ,TX
5298,Greenwood ,VA
5301,Greenwood Springs ,MS
5303,Gregory ,MI
5304,Grenloch ,NJ
5305,Grenville ,SD
5313,Grey Eagle ,MN
5314,Greybull ,WY
5315,Gridley ,IL
5323,Grinnell ,IA
5324,Grissom ARB ,IN
5331,Grottoes ,VA
5332,Grove ,OK
5334,Grove City ,PA
5336,Groveland ,IL
5340,Grover ,MO
5341,Grover ,NC
5342,Grover ,PA
5343,Grover Hill ,IN
5344,Grovertown ,IN
5346,Grundy Center ,IA
5347,Guasti ,CA
5349,Guild ,TN
5351,Guilderland Center ,NY
5353,Guilford ,IN
5357,Gum Spring ,VA
5368,Guyton ,GA
5369,Gwynedd ,PA
5370,Gwynedd Valley ,PA
5372,Gwynn Oak ,MD
5373,Gwynneville ,IN
5377,Hacker Valley ,WV
5379,Hackettstown ,NJ
5381,Haddock ,GA
5387,Hadley ,PA
5392,Hahira ,GA
5396,Hale ,MI
5399,Halethorpe ,MD
5403,Hallam ,NE
5404,Hallandale ,FL
5407,Hallstead ,PA
5408,Hallsville ,MO
5409,Halltown ,WV
5413,Hamburg ,MN
5428,Hamilton ,NY
5437,Hammond ,IL
5438,Hammond ,IN
5439,Hammond ,LA
5451,Hampton ,MN
5469,Hanna ,IN
5476,Hanover ,MI
5477,Hanover ,MN
5481,Hanover ,IL
5488,Hanson ,MA
5499,Hardeeville ,SC
5504,Hardwick ,MN
5508,Harker Heights ,TX
5510,Harlan ,IN
5511,Harlan ,IA
5518,Harmon ,IL
5525,Harpers Ferry ,WV
5529,Harrietta ,MI
5531,Harriman ,NY
5542,Harrison ,MT
5545,Harrison ,OH
5557,Harrisville ,RI
5583,Hartsburg ,MO
5585,Hartselle ,AL
5602,Harwinton ,CT
5610,Haslet ,TX
5616,Hastings ,PA
5619,Hatboro ,PA
5630,Havelock ,IA
5647,Hawthorn ,PA
5656,Hayesville ,OH
5660,Haysville ,KS
5662,Hayward ,CA
5671,Hazelton ,ID
5679,Heath ,OH
5686,Hebron ,KY
5688,Hebron ,OH
5693,Heflin ,LA
5700,Helena ,OH
5708,Hemet ,CA
5709,Hemlock ,MI
5715,Henderson ,MN
5718,Henderson ,TX
5719,Henderson ,IA
5736,Hensley ,AR
5741,Hereford ,TX
5743,Herkimer ,NY
5750,Hermosa Beach ,CA
5752,Hernando ,MS
5764,Hesperia ,MI
5768,Hewitt ,MN
5773,Heyburn ,ID
5778,Hibbing ,MN
5786,Hickory Valley ,TN
5806,Highland ,NY
5827,Hillburn ,NY
5830,Hilliard ,OH
5832,Hillman ,MI
5850,Hillsdale ,NY
5856,Hillside ,NJ
5857,Hillsville ,VA
5863,Hinckley ,OH
5869,Hinsdale ,MA
5885,Hobucken ,NC
5887,Hodges ,AL
5898,Holcombe ,WI
5902,Holden ,WV
5903,Holdenville ,OK
5905,Holgate ,OH
5910,Holland ,IN
5911,Holland ,MA
5914,Holland ,OH
5923,Hollister ,MO
5928,Holly Ridge ,NC
5946,Holtsville ,NY
5951,Homedale ,ID
5962,Homestead ,IA
5964,Hometown ,IL
5981,Hooper ,UT
5995,Hopedale ,IL
5998,Hopeland ,PA
6002,Hopewell Junction ,NY
6007,Hopkinton ,MA
6010,Horace ,ND
6013,Horn Lake ,MS
6017,Horse Shoe ,NC
6021,Hortonville ,WI
6022,Hoschton ,GA
6023,Hosston ,LA
6025,Hot Springs ,AR
6031,Houghton Lake ,MI
6045,Howard City ,MI
6049,Howe ,TX
6052,Howell ,NJ
6056,Hoyt ,KS
6058,Hubbard ,OH
6060,Hubbard Lake ,MI
6061,Hubbardston ,MA
6075,Hudson ,NY
6078,Hudson Falls ,NY
6089,Hull ,MA
6103,Huntertown ,IN
6105,Huntingdon ,PA
6109,Huntington ,IN
6113,Huntington Beach ,CA
6120,Huntsburg ,OH
6122,Huntsville ,AR
6125,Huntsville ,TX
6128,Hurley ,NY
6139,Hustisford ,WI
6145,Hutsonville ,IL
6151,Hyde ,PA
6153,Hyde Park ,PA
6156,Hyde Park ,NY
6162,Ida ,MI
6164,Idabel ,OK
6173,Ilion ,NY
6183,Imperial Beach ,CA
6186,Independence ,KY
6196,Indian Rocks Beach ,FL
6208,Industry ,PA
6219,Inola ,OK
6223,Interlochen ,MI
6232,Ionia ,IA
6237,Ipswich ,MA
6244,Iron Ridge ,WI
6264,Irwinton ,GA
6267,Iselin ,NJ
6271,Island Lake ,IL
6273,Island Park ,NY
6276,Isle La Motte ,VT
6282,Islip Terrace ,NY
6289,Iuka ,KS
6291,Ivesdale ,IL
6298,Jackson ,TN
6311,Jackson Center ,OH
6315,Jacksonburg ,WV
6321,Jacksonville ,IL
6322,Jacksonville ,NC
6333,Jamesport ,NY
6337,Jamestown ,NC
6347,Janesville ,WI
6355,Jasper ,TN
6363,Jefferson ,IA
6375,Jeffersonville ,GA
6376,Jeffersonville ,KY
6377,Jeffersonville ,OH
6386,Jenkinsburg ,GA
6396,Jerome ,MI
6399,Jerry City ,OH
6403,Jessup ,MD
6404,Jesup ,IA
6415,Johnson ,NE
6416,Johnson City ,NY
6422,Johnston ,IA
6426,Johnstown ,CO
6427,Johnstown ,NY
6444,Joplin ,MO
6455,Juliustown ,NJ
6456,Jump River ,WI
6462,Juneau ,WI
6466,Kadoka ,SD
6471,Kalkaska ,MI
6474,Kanaranzi ,MN
6478,Kannapolis ,NC
6485,Kasota ,MN
6489,Katonah ,NY
6498,Kearney ,MO
6509,Keene ,TX
6511,Keenesburg ,CO
6520,Kellyton ,AL
6521,Kellyville ,OK
6522,Kemah ,TX
6525,Kempton ,IN
6528,Kenansville ,NC
6533,Kenduskeag ,ME
6540,Kennard ,NE
6544,Kenner ,LA
6551,Kenova ,WV
6552,Kensington ,MD
6554,Kent ,CT
6556,Kent ,OH
6558,Kent City ,MI
6561,Kenton ,OH
6570,Kerhonkson ,NY
6574,Kersey ,CO
6577,Keshena ,WI
6587,Kewaunee ,WI
6602,Kiel ,WI
6605,Kilkenny ,MN
6610,Killingworth ,CT
6613,Kimball ,NE
6615,Kimberly ,ID
6617,Kimberly ,WI
6623,Kinderhook ,NY
6625,King ,NC
6628,King George ,VA
6645,Kingston ,GA
6646,Kingston ,IL
6651,Kingston ,NJ
6652,Kingston ,NY
6659,Kingston Springs ,TN
6670,Kirkersville ,OH
6673,Kirklin ,IN
6678,Kittanning ,PA
6679,Kittery ,ME
6724,La Follette ,TN
6727,La Grande ,OR
6732,La Habra ,CA
6734,La Marque ,TX
6735,La Mesa ,CA
6737,La Mirada ,CA
6745,La Porte ,TX
6746,La Porte City ,IA
6789,Lagrange ,IN
6795,Laguna Hills ,CA
6817,Lake Dallas ,TX
6826,Lake George ,NY
6827,Lake Grove ,NY
6830,Lake Helen ,FL
6837,Lake Katrine ,NY
6839,Lake Luzerne ,NY
6844,Lake Nebagamon ,WI
6845,Lake Norden ,SD
6851,Lake Park ,IA
6866,Lakefield ,MN
6870,Lakeland ,MN
6887,Lakewood ,NY
6896,Lambertville ,NJ
6900,Lampeter ,PA
6914,Landis ,NC
6918,Landrum ,SC
6936,Lansing ,KS
6945,Laporte ,MN
6946,Laporte ,PA
6948,Larchmont ,NY
6950,Largo ,FL
6960,Latham ,IL
6967,Laura ,OH
6969,Laurel ,IA
6972,Laurel ,NY
6979,Laurys Station ,PA
6981,Lavaca ,AR
6982,Lavalette ,WV
6987,Lavon ,TX
6988,Lawndale ,NC
6989,Lawnside ,NJ
7009,Le Center ,MN
7015,Le Sueur ,MN
7019,Leander ,TX
7027,Lebanon ,MO
7038,Lecompton ,KS
7043,Lee ,IL
7044,Lee ,MA
7045,Lee ,ME
7054,Leeper ,PA
7064,Leetonia ,OH
7067,Lehigh ,IA
7071,Leicester ,MA
7079,Leland ,IL
7098,Lenoir ,NC
7100,Lenox ,MA
7116,Leota ,MN
7117,Lerna ,IL
7120,Leroy ,TX
7121,Lesage ,WV
7133,Levittown ,PA
7136,Lewis Run ,PA
7139,Lewisburg ,PA
7154,Lewisville ,IN
7160,Lexington ,IL
7165,Lexington ,NE
7166,Lexington ,OK
7171,Liberty ,ME
7175,Liberty ,SC
7183,Liberty Lake ,WA
7184,Libertyville ,IL
7188,Ligonier ,PA
7195,Limerick ,ME
7206,Lincoln ,MA
7212,Lincoln Park ,MI
7213,Lincoln Park ,NJ
7224,Lindale ,TX
7234,Lindon ,UT
7237,Lindstrom ,MN
7262,Litchfield ,CT
7264,Litchfield ,ME
7265,Litchfield ,MI
7268,Litchfield Park ,AZ
7281,Little Falls ,NY
7282,Little Ferry ,NJ
7283,Little Meadows ,PA
7284,Little Mountain ,SC
7291,Little Rock ,AR
7294,Little Suamico ,WI
7300,Littleton ,NC
7303,Livermore ,ME
7305,Liverpool ,PA
7314,Lizton ,IN
7325,Lockport ,NY
7326,Locust ,NC
7331,Locust Valley ,NY
7332,Loda ,IL
7333,Lodge ,SC
7347,Lohman ,MO
7348,Lolo ,MT
7354,Lompoc ,CA
7375,Long Point ,IL
7377,Long Valley ,NJ
7387,Longwood ,FL
7390,Lonsdale ,AR
7394,Loomis ,CA
7398,Lorena ,TX
7410,Losantville ,IN
7412,Lott ,TX
7415,Loudonville ,OH
7420,Louisburg ,KS
7436,Lovington ,IL
7442,Lowell ,NC
7451,Loxley ,AL
7452,Loyal ,WI
7460,Lucasville ,OH
7466,Ludington ,MI
7481,Luna Pier ,MI
7482,Lunenburg ,MA
7497,Luverne ,MN
7501,Lydia ,LA
7506,Lynchburg ,OH
7507,Lynchburg ,VA
7509,Lynden ,WA
7512,Lyndon ,IL
7515,Lyndonville ,NY
7522,Lynnville ,IA
7526,Lyons ,CO
7529,Lyons ,MI
7533,Lyons ,WI
7534,Lyons Falls ,NY
7537,Mabelvale ,AR
7539,Macatawa ,MI
7541,Macclesfield ,NC
7547,Mackeyville ,PA
7551,Mackville ,KY
7555,Macomb Township ,MI
7558,Macon ,MO
7563,Madera ,PA
7575,Madison ,PA
7577,Madison ,TN
7578,Madison ,VA
7582,Madison Heights ,MI
7583,Madison Heights ,VA
7585,Madisonburg ,PA
7586,Madisonville ,TN
7589,Madrid ,IA
7591,Magazine ,AR
7594,Magnolia ,DE
7598,Magnolia ,TX
7599,Magnolia ,IA
7601,Magnolia Springs ,AL
7607,Maidens ,VA
7608,Maidsville ,WV
7609,Maine ,NY
7612,Maize ,KS
7615,Malaga ,NJ
7618,Malden ,IL
7620,Malden Bridge ,NY
7624,Mallory ,NY
7625,Malmstrom A F B ,MT
7626,Malone ,WI
7627,Malta ,IL
7632,Malvern ,IA
7635,Mamou ,LA
7637,Manakin Sabot ,VA
7641,Mancelona ,MI
7643,Manchester ,CT
7646,Manchester ,MA
7650,Manchester ,NH
7652,Manchester ,PA
7655,Manchester Township ,NJ
7659,Manhattan ,KS
7661,Manheim ,PA
7662,Manilla ,IN
7665,Manito ,IL
7666,Manitou Beach ,MI
7670,Manlius ,IL
7671,Manlius ,NY
7673,Mannford ,OK
7674,Manning ,OR
7676,Manomet ,MA
7677,Manor ,PA
7679,Manorville ,NY
7680,Manorville ,PA
7681,Manquin ,VA
7684,Mansfield ,IL
7685,Mansfield ,MA
7690,Mansfield Center ,CT
7691,Mansfield Depot ,CT
7692,Mansura ,LA
7701,Manvel ,ND
7704,Manville ,RI
7707,Maple Heights ,OH
7709,Maple Hill ,NC
7717,Mapleton ,IL
7720,Mapleton ,UT
7721,Mapleton Depot ,PA
7722,Mapleville ,RI
7724,Maplewood ,OH
7727,Marathon ,FL
7731,Marble ,PA
7733,Marble Hill ,GA
7736,Marblehead ,MA
7738,Marbury ,MD
7745,Mardela Springs ,MD
7747,Marengo ,IL
7750,Margarettsville ,NC
7752,Maria Stein ,OH
7753,Mariah Hill ,IN
7759,Marietta ,NY
7761,Marietta ,SC
7768,Marine on Saint Croix ,MN
7769,Marinette ,WI
7770,Marion ,CT
7775,Marion ,MA
7777,Marion ,NY
7779,Marion ,SC
7791,Mark Center ,IN
7794,Markham ,VA
7795,Markle ,IN
7796,Markleton ,PA
7805,Marlette ,MI
7808,Marlton ,NJ
7809,Marmora ,NJ
7810,Marne ,MI
7811,Maroa ,IL
7814,Marriottsville ,MD
7817,Marseilles ,IL
7818,Marshall ,IL
7822,Marshall ,TX
7824,Marshall ,WI
7829,Marshallville ,OH
7836,Marstons Mills ,MA
7837,Mart ,TX
7838,Martel ,OH
7839,Martell ,NE
7844,Martin ,OH
7845,Martin ,SD
7852,Martinsville ,IL
7858,Marvin ,SD
7860,Marydel ,DE
7869,Mascoutah ,IL
7873,Mason ,OH
7878,Maspeth ,NY
7879,Massapequa ,NY
7882,Mastic ,NY
7888,Matherville ,IL
7889,Matheson ,CO
7890,Mathews ,AL
7892,Mattapan ,MA
7894,Mattawamkeag ,ME
7898,Matthews ,IN
7903,Mauldin ,SC
7904,Maumee ,OH
7906,Maurepas ,LA
7908,Mauricetown ,NJ
7916,Maxwelton ,WV
7920,Mayetta ,KS
7922,Mayfield ,MI
7925,Maylene ,AL
7926,Maynard ,IA
7932,Mayport ,PA
7933,Mays ,IN
7935,Mayslick ,KY
7936,Maysville ,GA
7939,Maysville ,NC
7943,Mayville ,ND
7945,Maywood ,IL
7948,Mazomanie ,WI
7950,Mc Adenville ,NC
7951,Mc Afee ,NJ
7952,Mc Alisterville ,PA
7953,Mc Arthur ,OH
7954,Mc Bain ,MI
7955,Mc Calla ,AL
7956,Mc Callsburg ,IA
7957,Mc Caskill ,AR
7958,Mc Causland ,IA
7959,Mc Clelland ,IA
7960,Mc Clellandtown ,PA
7961,Mc Clure ,OH
7962,Mc Clure ,PA
7963,Mc Comb ,OH
7964,Mc Connellsburg ,PA
7965,Mc Connellstown ,PA
7966,Mc Cook ,NE
7967,Mc Cool Junction ,NE
7968,Mc Cordsville ,IN
7969,Mc Cormick ,SC
7970,Mc Cutchenville ,OH
7971,Mc David ,FL
7972,Mc Dermott ,OH
7973,Mc Donald ,OH
7974,Mc Donald ,PA
7975,Mc Donald ,TN
7976,Mc Elhattan ,PA
7977,Mc Ewensville ,PA
7978,Mc Farland ,WI
7979,Mc Gaheysville ,VA
7980,Mc Gee ,MO
7981,Mc Grann ,PA
7982,Mc Graw ,NY
7983,Mc Gregor ,IA
7984,Mc Gregor ,TX
7985,Mc Guffey ,OH
7986,Mc Henry ,MD
7987,Mc Kean ,PA
7988,Mc Kees Rocks ,PA
7989,Mc Kenzie ,TN
7990,Mc Knightstown ,PA
7991,Mc Lean ,IL
7992,Mc Lean ,VA
7993,Mc Leansville ,NC
7994,Mc Leod ,MT
7995,Mc Nabb ,IL
7996,Mc Queeney ,TX
7997,Mc Sherrystown ,PA
7998,Mc Veytown ,PA
8003,McCutcheon Field ,NC
8004,McDonough ,GA
8010,McMechen ,WV
8011,McMinnville ,OR
8016,Meadow Lands ,PA
8017,Meadowview ,VA
8019,Meally ,KY
8021,Mears ,MI
8025,Mechanicsburg ,IL
8029,Mechanicsville ,MD
8040,Medford ,NY
8041,Medford ,WI
8044,Medical Lake ,WA
8046,Medina ,NY
8050,Medinah ,IL
8051,Medon ,TN
8053,Medway ,ME
8054,Medway ,OH
8055,Meeteetse ,WY
8057,Melbourne ,FL
8062,Melcroft ,PA
8065,Melrose ,FL
8067,Melrose ,NY
8077,Memphis ,NY
8078,Memphis ,IN
8080,Menahga ,MN
8082,Menasha ,WI
8083,Mendenhall ,PA
8084,Mendham ,NJ
8087,Mendon ,NY
8088,Mendon ,OH
8089,Mendon ,UT
8090,Mendota ,IL
8091,Mendota ,MN
8092,Menlo ,IA
8094,Meno ,OK
8101,Mequon ,WI
8102,Mercer ,TN
8103,Mercer ,PA
8114,Merion Station ,PA
8117,Merna ,IL
8122,Merrill ,WI
8125,Merrimac ,MA
8127,Merrimack ,NH
8128,Merritt ,NC
8129,Merritt Island ,FL
8130,Merrittstown ,PA
8135,Mesilla Park ,NM
8139,Metamora ,IL
8143,Methuen ,MA
8144,Metuchen ,NJ
8146,Mexico ,IN
8149,Mexico ,PA
8161,Mickleton ,NJ
8162,Mico ,TX
8163,Middle Amana ,IA
8164,Middle Grove ,NY
8165,Middle Haddam ,CT
8168,Middle Village ,NY
8169,Middleboro ,MA
8171,Middlebranch ,OH
8172,Middlebrook ,VA
8174,Middleburg ,PA
8177,Middlebury ,CT
8180,Middlebury Center ,PA
8186,Middlesex ,NY
8188,Middleton ,MA
8198,Middletown ,PA
8202,Middleville ,NJ
8204,Midland ,GA
8209,Midland ,SD
8215,Midlothian ,TX
8216,Midlothian ,VA
8221,Midway ,KY
8222,Midway ,PA
8224,Midway City ,CA
8225,Midway Park ,NC
8226,Mifflin ,PA
8228,Mifflintown ,PA
8232,Milan ,TN
8236,Mildred ,PA
8239,Milesville ,SD
8250,Milford ,VA
8253,Mill Creek ,IN
8254,Mill Creek ,PA
8257,Mill Run ,PA
8258,Mill Village ,PA
8266,Millbury ,OH
8268,Milledgeville ,IL
8271,Miller Place ,NY
8273,Millersburg ,KY
8275,Millersburg ,OH
8279,Millersville ,MD
8280,Millersville ,MO
8284,Milligan College ,TN
8286,Millington ,IL
8288,Millington ,NJ
8292,Millmont ,PA
8298,Millstadt ,IL
8299,Millstone Township ,NJ
8300,Milltown ,MT
8307,Millville ,WV
8308,Millwood ,WV
8309,Millwood ,NY
8310,Milmay ,NJ
8317,Milton ,FL
8321,Milton ,NC
8322,Milton ,NH
8323,Milton ,PA
8327,Milton ,WV
8333,Minburn ,IA
8337,Mine Hill ,NJ
8338,Mineola ,NY
8341,Mineral City ,OH
8342,Mineral Point ,PA
8343,Mineral Point ,WI
8344,Mineral Ridge ,OH
8345,Mineral Springs ,NC
8346,Mineral Springs ,PA
8348,Mineral Wells ,WV
8351,Minford ,OH
8354,Mingoville ,PA
8358,Minnesota City ,MN
8360,Minnetonka ,MN
8365,Minot ,MA
8366,Minot ,ME
8367,Minotola ,NJ
8370,Mira Loma ,CA
8374,Mission ,SD
8376,Mission Hill ,SD
8381,Missouri Valley ,IA
8385,Mitchells ,VA
8386,Mitchellville ,IA
8387,Mizpah ,NJ
8391,Modale ,IA
8392,Model City ,NY
8394,Modena ,NY
8401,Mohegan Lake ,NY
8406,Moline ,MI
8412,Monarch ,MT
8419,Moneta ,VA
8421,Monkton ,MD
8426,Monmouth Junction ,NJ
8429,Monponsett ,MA
8431,Monroe ,GA
8433,Monroe ,IN
8439,Monroe ,VA
8443,Monroe ,OK
8444,Monroe ,SD
8445,Monroe Center ,IL
8446,Monroe Township ,NJ
8449,Monroeville ,NJ
8452,Monrovia ,CA
8459,Mont Clare ,PA
8465,Montauk ,NY
8476,Monterville ,WV
8478,Monteview ,ID
8488,Montgomery ,PA
8489,Montgomery ,TX
8490,Montgomery ,WV
8491,Montgomery ,NY
8493,Montgomeryville ,PA
8496,Monticello ,GA
8499,Monticello ,IN
8505,Montour Falls ,NY
8506,Montoursville ,PA
8507,Montpelier ,IA
8511,Montpelier ,OH
8512,Montpelier ,VA
8514,Montpelier Station ,VA
8515,Montrose ,AL
8516,Montrose ,CA
8525,Montvale ,VA
8528,Montville ,OH
8531,Monument Beach ,MA
8534,Moody ,ME
8535,Moody ,TX
8536,Moon ,VA
8537,Moonachie ,NJ
8538,Moorcroft ,WY
8539,Moore ,SC
8544,Moorestown ,NJ
8552,Moosup ,CT
8553,Mora ,LA
8555,Morann ,PA
8567,Morganfield ,KY
8572,Moriches ,NY
8575,Mormon Lake ,AZ
8577,Morning View ,KY
8580,Morral ,OH
8585,Morris ,AL
8590,Morris Chapel ,TN
8592,Morris Run ,PA
8593,Morrisdale ,PA
8598,Morrisonville ,WI
8610,Morton ,IL
8611,Morton ,NY
8615,Moscow ,IA
8618,Moscow ,OH
8619,Moscow ,VT
8620,Moseley ,VA
8625,Mossville ,IL
8626,Motley ,MN
8627,Moulton ,AL
8628,Moultonborough ,NH
8630,Mound ,TX
8634,Moundsville ,WV
8635,Moundville ,AL
8637,Mount Airy ,NC
8640,Mount Berry ,GA
8641,Mount Bethel ,PA
8643,Mount Braddock ,PA
8651,Mount Cory ,OH
8654,Mount Dora ,FL
8657,Mount Gretna ,PA
8661,Mount Hope ,KS
8663,Mount Horeb ,WI
8666,Mount Joy ,PA
8674,Mount Olive ,AL
8676,Mount Olive ,WV
8677,Mount Orab ,OH
8678,Mount Perry ,OH
8679,Mount Pleasant ,IA
8681,Mount Pleasant ,PA
8689,Mount Royal ,NJ
8693,Mount Solon ,VA
8696,Mount Storm ,WV
8697,Mount Summit ,IN
8698,Mount Tabor ,NJ
8699,Mount Ulla ,NC
8708,Mount Vernon ,MO
8711,Mount Vernon ,WA
8715,Mount Wolf ,PA
8716,Mount Zion ,WV
8717,Mountain Dale ,NY
8720,Mountain Home ,TN
8721,Mountain Iron ,MN
8729,Moville ,IA
8732,Mt Zion ,IL
8737,Mulberry ,FL
8743,Mulino ,OR
8744,Mullett Lake ,MI
8745,Mullica Hill ,NJ
8748,Mumford ,NY
8751,Muncy ,PA
8752,Muncy Valley ,PA
8756,Munger ,MI
8757,Munith ,MI
8760,Munster ,IN
8761,Murchison ,TX
8766,Murphy ,OR
8770,Murrayville ,GA
8773,Murrysville ,PA
8779,Musella ,GA
8784,Myakka City ,FL
8792,Nancy ,KY
8793,Nanjemoy ,MD
8794,Nankin ,OH
8795,Nanty Glo ,PA
8806,Nappanee ,IN
8809,Narrows ,VA
8811,Narvon ,PA
8814,Nashport ,OH
8817,Nashville ,TN
8820,Nashville ,MI
8824,Nassau ,DE
8830,National City ,MI
8832,Natrona Heights ,PA
8836,Navarre ,MN
8838,Navesink ,NJ
8839,Naylor ,GA
8841,Neapolis ,OH
8845,Needham ,MA
8846,Needham Heights ,MA
8847,Neelyton ,PA
8848,Neenah ,WI
8849,Neffs ,PA
8859,Nelsonville ,WI
8860,Nemo ,SD
8862,Neola ,IA
8864,Neosho ,MO
8866,Neponset ,IL
8870,Nesbit ,MS
8872,Neshanic Station ,NJ
8874,Nesquehoning ,PA
8879,Nevada ,MO
8883,Nevis ,MN
8894,New Bavaria ,OH
8895,New Bedford ,MA
8903,New Bloomfield ,PA
8912,New Brunswick ,NJ
8917,New Carlisle ,IN
8919,New Castle ,CO
8921,New Castle ,IN
8922,New Castle ,NH
8929,New Concord ,OH
8936,New Egypt ,NJ
8946,New Germany ,MN
8949,New Hampshire ,OH
8951,New Hampton ,NH
8963,New Holland ,IL
8966,New Holstein ,WI
8978,New Lebanon ,OH
8984,New Llano ,LA
8991,New Lothrop ,MI
9005,New Oxford ,PA
9009,New Paris ,OH
9016,New Portland ,ME
9022,New Richmond ,IN
9026,New Ringgold ,PA
9031,New Salem ,ND
9032,New Salem ,PA
9039,New Trenton ,IN
9042,New Ulm ,MN
9043,New Underwood ,SD
9054,New Windsor ,MD
9062,Newark ,DE
9063,Newark ,IL
9067,Newark ,TX
9070,Newberg ,OR
9071,Newbern ,TN
9076,Newburg ,WI
9079,Newburgh ,NY
9082,Newbury ,OH
9086,Newcastle ,ME
9088,Newcastle ,WY
9090,Newdale ,ID
9091,Newell ,IA
9092,Newell ,WV
9093,Newfane ,NY
9094,Newfield ,ME
9095,Newfield ,NJ
9096,Newfield ,NY
9097,Newfields ,NH
9101,Newington ,CT
9117,Newport ,RI
9120,Newport Beach ,CA
9122,Newport News ,VA
9124,Newton ,AL
9126,Newton ,IL
9130,Newton ,NH
9134,Newton Falls ,OH
9140,Newtonsville ,OH
9149,Ney ,OH
9151,Niantic ,IL
9157,Nichols ,WI
9161,Nicollet ,MN
9162,Nicoma Park ,OK
9169,Nineveh ,IN
9176,Noble ,OK
9177,Noblesville ,IN
9179,Nodaway ,IA
9182,Nokomis ,IL
9184,Nolensville ,TN
9186,Norco ,CA
9189,Norfolk ,VA
9190,Norfolk ,CT
9199,Norris ,SD
9201,Norris City ,IL
9207,North Andover ,MA
9213,North Aurora ,IL
9217,North Beach ,MD
9226,North Boston ,NY
9227,North Branch ,MI
9228,North Branch ,MN
9231,North Brookfield ,MA
9264,North Hampton ,OH
9267,North Hero ,VT
9277,North Lawrence ,OH
9278,North Lewisburg ,OH
9280,North Liberty ,IN
9283,North Manchester ,IN
9293,North Pembroke ,MA
9294,North Plains ,OR
9297,North Providence ,RI
9298,North Reading ,MA
9310,North Sioux City ,SD
9311,North Smithfield ,RI
9312,North Star ,MI
9313,North Stonington ,CT
9332,Northbridge ,MA
9337,Northfield ,MA
9346,Northrop ,MN
9362,Norwell ,MA
9363,Norwich ,KS
9365,Norwich ,CT
9387,Nyack ,NY
9390,Oak Bluffs ,MA
9398,Oak Harbor ,WA
9399,Oak Hill ,FL
9406,Oak Ridge ,MO
9417,Oakfield ,NY
9425,Oakland ,IL
9427,Oakland ,ME
9429,Oakland ,NJ
9432,Oakland ,IA
9440,Oaklyn ,NJ
9442,Oakmont ,PA
9448,Oakwood ,OH
9451,Oblong ,IL
9471,Ocoee ,FL
9475,Oconto Falls ,WI
9478,Odem ,TX
9481,Odenville ,AL
9485,Odessa ,MO
9486,Odessa ,NE
9498,Oglala ,SD
9503,Ohio ,IL
9504,Ohio City ,OH
9509,Okabena ,MN
9520,Okreek ,SD
9534,Old Orchard Beach ,ME
9543,Oldtown ,MD
9555,Olivet ,MI
9562,Omena ,MI
9575,Oneonta ,AL
9579,Onset ,MA
9586,Oologah ,OK
9591,Opelousas ,LA
9595,Oran ,MO
9604,Orange Park ,FL
9620,Oreland ,PA
9625,Orient ,NY
9631,Oriskany Falls ,NY
9643,Ormsby ,MN
9652,Orting ,WA
9658,Osage ,WY
9667,Osceola Mills ,PA
9668,Oscoda ,MI
9676,Osseo ,MN
9678,Ossian ,IN
9680,Ossining ,NY
9685,Ostrander ,OH
9686,Oswego ,IL
9688,Oswego ,KS
9691,Otho ,IA
9693,Otis ,MA
9708,Otwell ,IN
9711,Overbrook ,KS
9713,Overton ,NE
9714,Overton ,TX
9722,Owens Cross Roads ,AL
9737,Oxford ,MA
9738,Oxford ,MI
9741,Oxford ,NY
9748,Oyens ,IA
9754,Ozawkie ,KS
9762,Paducah ,KY
9764,Painesville ,OH
9770,Palatine Bridge ,NY
9774,Palestine ,TX
9786,Palmdale ,CA
9792,Palmerton ,PA
9799,Palmyra ,NY
9801,Palmyra ,VA
9813,Panama ,NE
9815,Panama City ,FL
9817,Pandora ,OH
9823,Paoli ,IN
9825,Parachute ,CO
9827,Paradise ,UT
9859,Parkesburg ,PA
9869,Parmele ,NC
9870,Parmelee ,SD
9877,Parsons ,KS
9878,Parsons ,WV
9890,Pass Christian ,MS
9891,Passadumkeag ,ME
9893,Pataskala ,OH
9903,Patton ,PA
9908,Paullina ,IA
9909,Pauls Valley ,OK
9910,Paulsboro ,NJ
