,city,state,county,Overall,Grocery,Health,Housing,Median Home Cost,Utilities,Transportation,Miscellaneous
12080,South Weymouth ,MA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12090,Southampton ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12093,Southbridge ,MA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12106,Southside ,WV,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12112,Spangler ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12117,Sparks Glencoe ,MD,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12129,Speer ,IL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12134,Spencer ,OH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12140,Spencer ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12142,Spencertown ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12143,Spencerville ,IN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12146,Speonk ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12147,Sperry ,IA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12155,Spofford ,NH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12160,Spotsylvania ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12161,Spout Spring ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12164,Spring Branch ,TX,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12165,Spring Church ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12168,Spring Creek ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12184,Spring Run ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12185,Spring Valley ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12204,Springfield ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12207,Springfield ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12210,Springfield ,ID,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12212,Springfield Gardens ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12216,Springs ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12217,Springtown ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12219,Springvale ,ME,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12222,Springville ,IN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12226,Spruce ,MI,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12231,Stacy ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12233,Stafford ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12235,Stafford Springs ,CT,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12236,Staffordsville ,KY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12237,Staffordville ,CT,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12238,Stahlstown ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12239,Stambaugh ,KY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12249,Stanfordville ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12254,Stanley ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12261,Stanton ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12268,Stapleton ,AL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12275,State Farm ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12290,Stella ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12293,Stephenson ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12303,Sterling Forest ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12311,Stevenson ,MD,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12316,Stevensville ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12324,Stillwater ,ME,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12328,Stilwell ,KS,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12330,Stirling ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12331,Stittville ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12340,Stockholm ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12341,Stockholm ,SD,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12342,Stockton ,AL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12369,Stormville ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12370,Storrs Mansfield ,CT,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12377,Stout ,OH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12385,Strabane ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12403,Strawberry Plains ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12418,Studio City ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12420,Sturdivant ,MO,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12441,Sugar Grove ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12445,Sugar Loaf ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12446,Sugar Valley ,GA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12456,Sullivans Island ,SC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12466,Summerdale ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12467,Summerfield ,FL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12469,Summerhill ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12475,Summit Argo ,IL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12477,Summit Point ,WV,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12478,Summit Station ,OH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12484,Sumterville ,FL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12490,Sun Valley ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12499,Sunderland ,MD,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12501,Sunland ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12508,Sunset ,ME,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12509,Sunset ,SC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12515,Supply ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12521,Susan ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12526,Sutherland ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12534,Swanlake ,ID,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12545,Swartswood ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12557,Swoope ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12560,Sycamore ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12564,Sylmar ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12573,Taberg ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12577,Tad ,WV,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12579,Taft ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12580,Taftville ,CT,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12583,Talbott ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12585,Talcott ,WV,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12595,Tallman ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12597,Talmage ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12601,Tampa East ,FL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12602,Tampa West ,FL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12606,Tanner ,AL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12609,Tarawa Terrace ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12615,Tarrs ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12617,Tarzana ,CA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12619,Tate ,GA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12626,Taylor Ridge ,IL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12638,Tebbetts ,MO,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12639,Techny ,IL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12646,Telferner ,TX,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12661,Ten Mile ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12667,Terra Ceia ,FL,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12672,Terrell ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12674,Terreton ,ID,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12687,Thaxton ,VA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12704,Thomaston ,TX,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12706,Thomasville ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12709,Thompson ,OH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12711,Thompson Ridge ,NY,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12712,Thompsons Station ,TN,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12719,Thorndike ,MA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12724,Thornton ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12728,Thorofare ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12732,Three Bridges ,NJ,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12735,Three Rivers ,MA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12738,Thurman ,OH,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12747,Tillman ,SC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12752,Timber ,OR,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12753,Timberlake ,NC,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
12760,Tiona ,PA,,"server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later","server issue right now, maybe try later"
